user,event_id,event_type,repo,event_url,event_watchs,event_stars,event_forks,event_issues,event_isfork,event_projects,event_downloads,event_wiki,event_pages,event_discussions,date_,time,language_1,lang_count_1,language_2,lang_count_2,language_3,lang_count_3
gpt-engineer-app[bot],42301830056,PushEvent,aihl,https://github.com/ruvnet/aihl,4.0,10.0,8.0,2.0,False,True,True,True,False,False,2024-09-26,14:52:13,JavaScript,388136.0,Python,52324.0,Shell,35160.0
arcensia,42301830012,PushEvent,ManagerBot,https://github.com/StudyManagerBot/ManagerBot,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,Kotlin,8075.0,,,,
GaluhPncWirs,42301830064,CreateEvent,projek-akhir-analis-data,https://github.com/GaluhPncWirs/projek-akhir-analis-data,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
obrown1205,42301830041,IssueCommentEvent,openshift-docs,https://github.com/openshift/openshift-docs,84.0,748.0,1741.0,465.0,False,True,True,False,False,False,2024-09-26,14:52:13,HTML,409104.0,CSS,103978.0,Python,94451.0
AjayJagan,42301829988,PushEvent,opendatahub-operator,https://github.com/AjayJagan/opendatahub-operator,0.0,1.0,0.0,5.0,True,True,True,True,False,False,2024-09-26,14:52:13,Go,600364.0,Makefile,16240.0,Shell,3831.0
Abhisheknath25,42301830007,WatchEvent,Fidget-Spinner,https://github.com/Abhisheknath25/Fidget-Spinner,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,14:52:13,,,,,,
Srisaidurgay,42301830004,CreateEvent,Srisaidurgay,https://github.com/Srisaidurgay/Srisaidurgay,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,14:52:13,,,,,,
cutsort,42275703010,DeleteEvent,miniCURE-RNA-seq,https://github.com/C-MOOR/miniCURE-RNA-seq,3.0,0.0,0.0,9.0,False,True,True,True,True,False,2024-09-25,22:34:29,CSS,52715.0,Dockerfile,2441.0,HTML,2250.0
renovate[bot],42275702993,PushEvent,monorepo,https://github.com/leifarriens/monorepo,2.0,0.0,0.0,1.0,False,True,True,True,False,False,2024-09-25,22:34:29,TypeScript,815.0,JavaScript,459.0,,
renovate-approve-2[bot],42275703005,PullRequestReviewEvent,soenneker.validators.email.disposable.online,https://github.com/soenneker/soenneker.validators.email.disposable.online,2.0,0.0,0.0,0.0,False,False,False,False,False,False,2024-09-25,22:34:29,C#,7445.0,,,,
gitlaws,42275702994,PushEvent,ignite,https://github.com/gitlaws/ignite,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,SCSS,43549.0,TypeScript,35333.0,HTML,27235.0
github-actions[bot],42275702996,PushEvent,MatheusF-Cruz,https://github.com/MatheusF-Cruz/MatheusF-Cruz,1.0,0.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,,,,,,
github-actions[bot],42275702990,PushEvent,labanew,https://github.com/daniais/labanew,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,Shell,2165.0,,,,
jerryzh168,42275702984,DeleteEvent,ao,https://github.com/pytorch/ao,36.0,811.0,99.0,191.0,False,True,True,False,True,False,2024-09-25,22:34:29,Python,2489046.0,C++,307600.0,Cuda,113840.0
github-actions[bot],42275702954,PushEvent,blog,https://github.com/tubone24/blog,4.0,6.0,2.0,220.0,False,True,True,True,True,True,2024-09-25,22:34:29,TypeScript,138666.0,JavaScript,34753.0,SCSS,20729.0
xhsgg12302,42275702953,PushEvent,knownledges,https://github.com/xhsgg12302/knownledges,1.0,0.0,0.0,0.0,False,True,True,True,True,True,2024-09-25,22:34:29,HTML,15576.0,,,,
raikonenfnu,42275702957,PullRequestReviewCommentEvent,iree-turbine,https://github.com/iree-org/iree-turbine,23.0,43.0,22.0,32.0,False,True,True,False,False,False,2024-09-25,22:34:28,Python,1109033.0,TeX,82938.0,Shell,1650.0
ImperaZim,42275702930,PushEvent,EasyLibrary,https://github.com/ImperaZim/EasyLibrary,1.0,7.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:34:29,PHP,133155.0,,,,
renovate[bot],42275702936,DeleteEvent,monorepo,https://github.com/leifarriens/monorepo,2.0,0.0,0.0,1.0,False,True,True,True,False,False,2024-09-25,22:34:29,TypeScript,815.0,JavaScript,459.0,,
renovate[bot],42275702939,CreateEvent,bench,https://github.com/viceice/bench,3.0,0.0,0.0,2.0,False,False,True,False,False,False,2024-09-25,22:34:29,C#,19764.0,,,,
github-actions[bot],42275702934,PushEvent,animated-journey,https://github.com/Triellvixwk/animated-journey,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,Shell,2165.0,,,,
github-actions[bot],42275702924,PushEvent,Colab,https://github.com/codermert/Colab,1.0,22.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,JavaScript,19157.0,Jupyter Notebook,9312.0,,
github-actions[bot],42275702933,PushEvent,lavajepe,https://github.com/mfarheza/lavajepe,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,Shell,2165.0,,,,
rgerdes12,42275702925,PushEvent,rgerdes12.github.io,https://github.com/rgerdes12/rgerdes12.github.io,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-25,22:34:29,HTML,186463.0,CSS,71271.0,,
github-actions[bot],42275702929,PushEvent,kzmamq,https://github.com/britti1234ts/kzmamq,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,Shell,2165.0,,,,
renovate[bot],42275702920,PushEvent,browser,https://github.com/opentitles/browser,1.0,0.0,0.0,21.0,False,False,True,True,False,False,2024-09-25,22:34:29,TypeScript,16974.0,Dockerfile,1439.0,,
omfj,42275702915,PushEvent,echo-web-mono,https://github.com/echo-webkom/echo-web-mono,1.0,21.0,2.0,18.0,False,True,True,False,False,True,2024-09-25,22:34:29,TypeScript,735784.0,JavaScript,17408.0,CSS,4537.0
SRomdahl,42275702909,PushEvent,terraform-github,https://github.com/SRomdahl/terraform-github,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,HCL,7570.0,HTML,23.0,,
pull[bot],42275702908,PullRequestEvent,gx-super-app,https://github.com/androiddevnotesforks/gx-super-app,0.0,0.0,1.0,0.0,True,True,True,True,False,False,2024-09-25,22:34:29,Kotlin,115014.0,Swift,53772.0,Dart,25277.0
github-actions[bot],42275702891,ReleaseEvent,clash-rules,https://github.com/gitduk/clash-rules,0.0,0.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,,,,,,
coxde,42275702894,WatchEvent,creamlinux,https://github.com/anticitizn/creamlinux,5.0,118.0,15.0,13.0,True,False,True,False,False,False,2024-09-25,22:34:29,C++,1534609.0,C,272470.0,Shell,1402.0
github-actions[bot],42275702900,CreateEvent,clash-rules,https://github.com/gitduk/clash-rules,0.0,0.0,1.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,,,,,,
raikonenfnu,42275702896,PullRequestReviewEvent,iree-turbine,https://github.com/iree-org/iree-turbine,23.0,43.0,22.0,32.0,False,True,True,False,False,False,2024-09-25,22:34:29,Python,1109033.0,TeX,82938.0,Shell,1650.0
polycely,42275702892,CreateEvent,polycely,https://github.com/polycely/polycely,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,,,,,,
thiagobarso,42275702887,PushEvent,devdojo-maratonajava,https://github.com/thiagobarso/devdojo-maratonajava,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,Java,217194.0,,,,
github-actions[bot],42275702883,PushEvent,rodrigos10,https://github.com/rodrigos10/rodrigos10,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,,,,,,
awhitbourn,42275702880,PullRequestEvent,lawyer-website-client,https://github.com/CodeBelow89/lawyer-website-client,2.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-25,22:34:29,JavaScript,42481.0,CSS,2153.0,HTML,474.0
SinedBo,42277811061,PushEvent,web,https://github.com/CC2920/web,2.0,1.0,3.0,1.0,False,True,True,True,True,False,2024-09-26,00:50:16,JavaScript,576748.0,SCSS,388431.0,HTML,160042.0
github-actions[bot],42277811052,PushEvent,aniketnal,https://github.com/aniketnal/aniketnal,1.0,0.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,00:50:16,,,,,,
github-actions[bot],42277811050,PushEvent,JuanitoTamboong,https://github.com/JuanitoTamboong/JuanitoTamboong,1.0,1.0,0.0,0.0,False,True,True,False,True,False,2024-09-26,00:50:16,,,,,,
KekeCreations,42277811051,PullRequestEvent,Arts-and-Crafts-Compatibility,https://github.com/KekeCreations/Arts-and-Crafts-Compatibility,1.0,2.0,2.0,3.0,False,True,True,False,False,False,2024-09-26,00:50:16,Java,196769.0,,,,
github-actions[bot],42277811040,PushEvent,docker-py-revanced,https://github.com/Anmolfid1/docker-py-revanced,0.0,0.0,0.0,0.0,True,True,True,False,False,False,2024-09-26,00:50:16,Python,97126.0,Shell,784.0,Dockerfile,459.0
staging-whitesource-for-github-com[bot],42277811041,PullRequestEvent,3429894_rerun_2_428,https://github.com/ghc-automation-staging-parallel-4-p1/3429894_rerun_2_428,0.0,0.0,0.0,6.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
redlessblade,42277811035,PushEvent,fcc-postgres-universedb,https://github.com/redlessblade/fcc-postgres-universedb,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
github-actions[bot],42277811029,PushEvent,machfudin37,https://github.com/machfudin37/machfudin37,1.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
jolshan,42277811004,PushEvent,kafka,https://github.com/apache/kafka,1063.0,28461.0,13860.0,1139.0,False,True,True,False,False,False,2024-09-26,00:50:16,Java,51432706.0,Scala,10867897.0,Python,1318613.0
renovate[bot],42277811016,PushEvent,gherkin-streams,https://github.com/cucumber/gherkin-streams,69.0,3.0,1.0,5.0,False,False,False,False,False,False,2024-09-26,00:50:16,TypeScript,8703.0,JavaScript,105.0,,
github-actions[bot],42277811020,PushEvent,leoreboucas,https://github.com/leoreboucas/leoreboucas,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
swa-runner-app[bot],42277811009,PushEvent,swaa8fab9ecc8c2496c98e84afe8362e00a,https://github.com/static-web-apps-testing-org/swaa8fab9ecc8c2496c98e84afe8362e00a,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,00:50:16,JavaScript,19622.0,HTML,621.0,CSS,275.0
EricbobXD,42277811017,PushEvent,C-Blockly,https://github.com/EricbobXD/C-Blockly,1.0,0.0,0.0,0.0,False,True,True,True,True,True,2024-09-26,00:50:16,JavaScript,30386.0,HTML,1532.0,CSS,496.0
brogers5,42277811011,PushEvent,chocolatey-package-twinkle-tray,https://github.com/brogers5/chocolatey-package-twinkle-tray,2.0,2.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,00:50:16,PowerShell,8483.0,,,,
cross-loop,42277811014,PushEvent,status,https://github.com/cross-loop/status,1.0,0.0,0.0,0.0,False,True,True,True,True,False,2024-09-26,00:50:16,Markdown,11081.0,JSON,3901.0,YAML,1566.0
dependabot[bot],42277811026,PullRequestEvent,saf,https://github.com/mitre/saf,21.0,132.0,37.0,132.0,False,True,True,True,True,True,2024-09-26,00:50:16,TypeScript,597278.0,Batchfile,4273.0,Shell,2612.0
github-actions[bot],42277811012,PushEvent,haskell.nix,https://github.com/simplex-chat/haskell.nix,1.0,5.0,1.0,0.0,True,True,True,False,False,False,2024-09-26,00:50:16,Nix,1211179.0,Haskell,142500.0,Shell,11142.0
EZoni,42277810996,PushEvent,WarpX,https://github.com/EZoni/WarpX,1.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,00:50:16,C++,4125075.0,Python,461524.0,Shell,107102.0
okcleff,42277811002,PushEvent,LeetCode-Algorithm,https://github.com/okcleff/LeetCode-Algorithm,1.0,2.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,JavaScript,219359.0,,,,
quocthai2308,42277810993,PushEvent,chuyendephattrienweb1_2024,https://github.com/quocthai2308/chuyendephattrienweb1_2024,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
github-actions[bot],42277810978,PushEvent,weread2notion-pro,https://github.com/zz123zxc/weread2notion-pro,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,00:50:16,Python,60718.0,,,,
Cambera,42277810988,WatchEvent,joshua-project-daily-unreached,https://github.com/topher1kenobe/joshua-project-daily-unreached,2.0,1.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,PHP,5325.0,,,,
swa-runner-app[bot],42277810983,CreateEvent,swa5ca61db31acd43e0b6ddb87320e72191,https://github.com/static-web-apps-testing-org/swa5ca61db31acd43e0b6ddb87320e72191,1.0,0.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,00:50:16,C#,938.0,HTML,647.0,,
brogers5,42277810976,CreateEvent,chocolatey-package-twinkle-tray,https://github.com/brogers5/chocolatey-package-twinkle-tray,2.0,2.0,0.0,0.0,False,False,True,False,False,False,2024-09-26,00:50:16,PowerShell,8483.0,,,,
maplitegeosdi,42277810957,PushEvent,mappe_scenari_sismici,https://github.com/geosdi/mappe_scenari_sismici,4.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
jrguzman-ms,42277810950,PushEvent,platform.packages.modules.adb,https://github.com/msft-mirror-aosp/platform.packages.modules.adb,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,C++,1493575.0,Python,93572.0,C,37327.0
yoshi-code-bot,42277810962,PullRequestEvent,google-api-php-client-services,https://github.com/googleapis/google-api-php-client-services,70.0,1225.0,314.0,23.0,False,True,False,False,True,False,2024-09-26,00:50:16,PHP,71341338.0,Python,430829.0,Shell,787.0
github-actions[bot],42277810955,PushEvent,uptimepy,https://github.com/rishikeshsreehari/uptimepy,1.0,0.0,0.0,3.0,False,True,True,True,True,False,2024-09-26,00:50:16,Python,6505.0,HTML,2079.0,JavaScript,1793.0
acbin,42277810951,DeleteEvent,leetcode,https://github.com/doocs/leetcode,312.0,31024.0,6829.0,9.0,False,False,True,False,True,True,2024-09-26,00:50:16,Java,2784001.0,C++,2505288.0,Python,2168878.0
github-actions[bot],42277810940,PushEvent,dgjungleP,https://github.com/dgjungleP/dgjungleP,2.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,00:50:16,,,,,,
robocdnjs,42307605664,PushEvent,logs,https://github.com/cdnjs/logs,6.0,6.0,10.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,,,,,,
j1010001,42307605689,PullRequestReviewEvent,flow-go,https://github.com/onflow/flow-go,48.0,532.0,176.0,214.0,False,True,True,False,False,False,2024-09-26,17:44:09,Go,17076956.0,Makefile,73512.0,Cadence,61759.0
DiegoRicaldezAguilar,42307605682,PullRequestEvent,Spoon-Knife,https://github.com/octocat/Spoon-Knife,719.0,12530.0,145858.0,17788.0,False,True,True,True,False,False,2024-09-26,17:44:09,HTML,355.0,CSS,256.0,,
leandrohstein,42307605687,DeleteEvent,transporteservico-urbs-data,https://github.com/leandrohstein/transporteservico-urbs-data,2.0,0.0,1.0,1.0,False,True,True,True,False,False,2024-09-26,17:44:09,,,,,,
github-actions[bot],42307605665,PushEvent,potential-barnacle,https://github.com/0xrikzan/potential-barnacle,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Shell,2165.0,,,,
github-actions[bot],42307605670,PushEvent,lava-auto-commit,https://github.com/KillerBTC/lava-auto-commit,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,17:44:09,Shell,2165.0,,,,
github-actions[bot],42307605666,ReleaseEvent,rustdesk,https://github.com/ljmam/rustdesk,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,17:44:09,Rust,4365351.0,Dart,1703445.0,C++,128417.0
gursharantatla-sheridan,42307605649,PushEvent,F24W4IntroToGenerics,https://github.com/gursharantatla-sheridan/F24W4IntroToGenerics,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,C#,7748.0,,,,
SuperSandro2000,42307605654,PushEvent,upptime,https://github.com/SuperSandro2000/upptime,3.0,2.0,0.0,0.0,False,False,True,True,True,False,2024-09-26,17:44:09,Markdown,15555.0,JSON,8904.0,YAML,2619.0
github-actions[bot],42307605636,PushEvent,crispy-waffle,https://github.com/Medeirosom/crispy-waffle,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Shell,2165.0,,,,
baphometsblade,42307605634,PushEvent,cheatlayer-Question-create-a-website-about-this-PDF-article-t150891,https://github.com/baphometsblade/cheatlayer-Question-create-a-website-about-this-PDF-article-t150891,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,TypeScript,106323.0,PLpgSQL,14690.0,CSS,2914.0
EvilDahaka,42307605656,PullRequestEvent,laboratory1,https://github.com/EvilDahaka/laboratory1,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Python,482.0,,,,
sonarcloud[bot],42307605639,IssueCommentEvent,trusted-intermediary,https://github.com/CDCgov/trusted-intermediary,10.0,10.0,5.0,168.0,False,True,True,True,False,False,2024-09-26,17:44:09,Groovy,265942.0,Java,157719.0,HCL,62129.0
github-actions[bot],42307605633,PushEvent,v2ray-reaper,https://github.com/thirtysixpw/v2ray-reaper,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Python,7661.0,,,,
jakubtalich,42307605631,PushEvent,DartCoreUtils,https://github.com/jakubtalich/DartCoreUtils,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Dart,1889.0,,,,
github-actions[bot],42307605621,PushEvent,corss,https://github.com/breuerfelix/corss,1.0,0.0,0.0,2.0,False,False,True,False,True,False,2024-09-26,17:44:09,JavaScript,2124.0,Nix,201.0,,
mokariya-mohit,42307605622,PushEvent,Education-Management,https://github.com/mokariya-mohit/Education-Management,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,JavaScript,11230.0,,,,
kaisall,42307605617,PushEvent,EstGEC-L2-Corpus,https://github.com/tlu-dt-nlp/EstGEC-L2-Corpus,0.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Python,1122.0,,,,
Electron-Verifier,42307605630,CreateEvent,Assetlist,https://github.com/Electron-Protocol/Assetlist,1.0,0.0,2.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,,,,,,
zhuemann,42307605604,PushEvent,cog_2d_segmentation,https://github.com/zhuemann/cog_2d_segmentation,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Python,659209.0,,,,
ddrscott,42307605590,PushEvent,artichoke-mp3,https://github.com/ddrscott/artichoke-mp3,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:44:09,Python,4186.0,,,,
github-actions[bot],42307605585,ReleaseEvent,olas-operate-app,https://github.com/valory-xyz/olas-operate-app,2.0,0.0,1.0,33.0,False,True,True,False,False,False,2024-09-26,17:44:09,CSS,717941.0,TypeScript,319734.0,Python,299074.0
github-actions[bot],42307605572,PushEvent,Nexis-Paypal-Payment-Geteway,https://github.com/JaxsonTargeryean/Nexis-Paypal-Payment-Geteway,0.0,1.0,0.0,0.0,False,True,True,False,False,False,2024-09-26,17:44:09,PHP,55192.0,JavaScript,2030.0,C#,397.0
renovate[bot],42307605580,PullRequestEvent,lammoc-platform,https://github.com/duongdev/lammoc-platform,3.0,2.0,0.0,24.0,False,True,True,False,False,False,2024-09-26,17:44:09,TypeScript,208148.0,JavaScript,5228.0,Shell,501.0
oshliaer,42307605564,WatchEvent,node-telegram-bot-api,https://github.com/yagop/node-telegram-bot-api,161.0,8331.0,1512.0,107.0,False,True,True,True,False,True,2024-09-26,17:44:09,JavaScript,235459.0,,,,
lukas-vlcek,42307605565,IssuesEvent,prometheus-exporter-plugin-for-opensearch,https://github.com/Aiven-Open/prometheus-exporter-plugin-for-opensearch,15.0,120.0,36.0,44.0,False,True,True,False,False,False,2024-09-26,17:44:09,Java,141677.0,,,,
nihao29,42307605539,PushEvent,ip2024,https://github.com/nihao29/ip2024,1.0,1.0,0.0,2.0,False,True,True,True,False,False,2024-09-26,17:44:09,Python,2240.0,,,,
dependabot[bot],42307605548,CreateEvent,BinPastes,https://github.com/querwurzel/BinPastes,2.0,2.0,0.0,2.0,False,False,True,False,False,True,2024-09-26,17:44:09,Java,99513.0,TypeScript,28319.0,CSS,6910.0
surajair,42307605542,CreateEvent,sdk,https://github.com/chaibuilder/sdk,2.0,173.0,28.0,0.0,False,True,True,False,False,True,2024-09-26,17:44:09,TypeScript,772534.0,CSS,13122.0,JavaScript,9370.0
github-actions[bot],42307605541,CreateEvent,rustdesk,https://github.com/ljmam/rustdesk,0.0,0.0,0.0,0.0,True,True,True,True,False,False,2024-09-26,17:44:09,Rust,4365351.0,Dart,1703445.0,C++,128417.0
meooow25,42307648972,PullRequestReviewEvent,containers,https://github.com/haskell/containers,22.0,315.0,178.0,218.0,False,True,True,True,False,False,2024-09-26,17:45:36,Haskell,1234585.0,Python,3251.0,Makefile,1701.0
aws-aemilia-pdx,42307648939,PullRequestEvent,Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v1-preprod-us-west-2,https://github.com/aws-aemilia-pdx/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v1-preprod-us-west-2,1.0,0.0,0.0,0.0,False,True,True,True,False,False,2024-09-26,17:45:36,HTML,355.0,,,,
offsoc,42307648933,ForkEvent,Ransomware-Tool-Matrix,https://github.com/BushidoUK/Ransomware-Tool-Matrix,18.0,605.0,59.0,0.0,False,True,True,False,False,False,2024-09-26,17:45:36,,,,,,
ozamani9gh,42307648930,IssueCommentEvent,entity,https://github.com/bcgov/entity,22.0,23.0,58.0,3986.0,False,True,True,True,False,True,2024-09-26,17:45:36,JavaScript,167312.0,Groovy,84155.0,TypeScript,13914.0
